"","Latitude","Longitude","Place","As","Cr","Zn"
"3215",34.7174,-116.1866,"San Bernardino",NA,81,85
"381",35.22508,-117.71076,"Trona",7.1,17,66
"139",33.05392,-116.71663,"Santa Ana",1.6,58,60
"1397",35.5571,-115.473,"Kingman",NA,51,130
"120",33.78285,-116.64256,"Santa Ana",0.9,12,108
"1522",35.0492,-115.5209,"Kingman",NA,46,110
"5029",40.62281,-123.31921,"Redding",3.3,102,236
"42",36.98291,-117.46671,"Death Valley",9.4,16,51
"4136",35.65303,-118.93243,"Bakersfield",1.7,22,28
"3174",34.6214,-116.3616,"San Bernardino",NA,63,69
"4096",37.74128,-121.05303,"San Jose",6,39,91
"4204",35.59045,-119.56386,"Bakersfield",NA,53,48
"5015",40.3268,-123.4668,"Redding",7.8,83,107
"2549",34.2294,-114.9469,"Needles",NA,57,91
"2522",34.0319,-115.2384,"Needles",NA,35,48
"4857",38.0123,-122.25099,"Santa Rosa",5.5,44,55
"1686",35.0153,-115.7133,"Kingman",NA,31,36
"1496",35.364,-115.9708,"Kingman",NA,62,84
"3051",34.6635,-116.9798,"San Bernardino",NA,18,89
"385",35.22915,-116.7086,"Trona",3.2,18,64
"1060",36.4677,-120.681,"Monterey",12.8,41,102
"1395",35.2532,-114.9797,"Kingman",NA,120,95
"4904",39.35985,-121.66606,"Chico",9.2,189,75
"1808",34.9733,-115.613,"Needles",NA,42,120
"3616",34.2382,-117.8168,"San Bernardino",NA,100,110
"1709",35.1531,-115.9856,"Kingman",NA,16,32
"3044",34.5887,-117.2154,"San Bernardino",NA,150,93
"2315",34.3469,-114.5864,"Needles",NA,77,81
"4330",41.7341,-120.1958,"Alturas",NA,29,76
"2851",34.872,-116.2544,"San Bernardino",8.9,53,74
"5055",39.36088,-123.50911,"Ukiah",7.5,74,105
"4450",41.6666,-121.04135,"Alturas",5.9,132,106
"3592",34.0827,-117.8668,"San Bernardino",NA,62,600
"3444",34.4943,-116.869,"San Bernardino",NA,49,71
"112",33.17414,-116.73811,"Santa Ana",0.6,63,75
"3421",34.2747,-116.8353,"San Bernardino",NA,34,68
"1764",35.8361,-115.7467,"Kingman",NA,30,41
"4189",36.22703,-119.93128,"Fresno",NA,140,68
"3838",34.2381,-116.5535,"San Bernardino",NA,1100,110
"176",34.56295,-119.84493,"Los Angeles",5.8,38,45
"1338",37.3358,-119.8834,"Mariposa",1.3,60,88
"674",36.65051,-120.83025,"Monterey",10.2,31,70
"3481",34.3606,-116.6596,"San Bernardino",NA,70,92
"219",34.99709,-120.43075,"Santa Maria",3.6,33,47
"2916",34.6569,-117.8563,"San Bernardino",NA,65,56
"394",35.53291,-117.52094,"Trona",10.6,257,90
"2843",34.9367,-116.3263,"San Bernardino",NA,38,30
"3468",34.2978,-116.6515,"San Bernardino",NA,45,110
"1245",36.7234,-118.8591,"Fresno",4.2,13,73
"3824",34.1761,-116.5194,"San Bernardino",NA,40,75
"1105",36.9814,-120.5334,"Monterey",5.1,17,92
"752",34.08402,-115.86124,"Needles",2,37,74
"1408",35.3795,-115.3365,"Kingman",NA,64,75
"2639",34.7567,-117.7908,"San Bernardino",NA,53,90
"3347",34.4896,-117.2607,"San Bernardino",NA,25,81
"1670",35.4291,-115.71,"Kingman",NA,410,91
"2326",34.2616,-114.6768,"Needles",NA,54,60
"4007",36.88606,-119.79588,"Fresno",1.6,48,42
"4520",41.51483,-121.70613,"Alturas",3.9,62,99
"1694",35.1756,-115.6097,"Kingman",NA,38,58
"91",34.21684,-118.33475,"Los Angeles",2.4,61,74
"4508",41.24696,-121.41041,"Alturas",2.4,76,65
"967",33.8369,-114.9388,"Salton Sea",3.1,10,45
"417",36.89559,-118.06882,"Fresno",7.5,36,60
"637",36.0734,-118.21515,"Fresno",0.8,22,89
"4931",38.67198,-123.18862,"Santa Rosa",7,125,96
"3162",34.5265,-116.4311,"San Bernardino",NA,44,48
"3828",34.1783,-116.7482,"San Bernardino",NA,88,96
"5160",41.82975,-123.47907,"Weed",6.9,1370,46
"45",34.71695,-118.51743,"Los Angeles",2.8,10,103
"2374",34.2861,-114.4839,"Needles",2.8,100,70
"3711",34.1119,-117.4389,"San Bernardino",NA,68,190
"51",36.86927,-117.19451,"Death Valley",30.6,9,37
"1254",36.1363,-119.563,"Fresno",4,19,138
"4360",38.90602,-122.30976,"Santa Rosa",19.7,75,108
"1439",35.3018,-115.0797,"Kingman",NA,32,58
"863",35.431,-118.7759,"Bakersfield",3.7,62,117
"703",36.18675,-120.29686,"Monterey",6.1,792,188
"4278",41.875,-120.278,"Alturas",NA,30,51
"4208",35.82672,-119.57063,"Bakersfield",4.7,30,39
"2666",34.8812,-117.6714,"San Bernardino",NA,34,43
"2154",34.5204,-114.5803,"Needles",NA,79,79
"2991",34.6954,-117.0105,"San Bernardino",NA,51,110
"3833",34.2307,-116.6709,"San Bernardino",NA,48,64
"4248",41.2758,-120.1205,"Alturas",NA,170,92
"2225",34.3806,-115.5605,"Needles",NA,63,70
"714",36.39218,-120.39565,"Monterey",6.5,109,64
"1100",36.3109,-120.9166,"Monterey",3.8,19,50
"404",36.42342,-117.41344,"Death Valley",7,13,61
"5120",41.75914,-123.74949,"Weed",1.9,2700,130
"2429",34.0498,-115.7337,"Needles",NA,47,54
"2036",34.6979,-115.6083,"Needles",NA,32,48
"1186",36.1744,-119.7701,"Fresno",4.6,58,75
"1740",35.5581,-115.6329,"Kingman",NA,40,49
"4985",40.68695,-124.05316,"Eureka",5.7,81,70
"952",33.9783,-114.5638,"Salton Sea",6.8,37,69
"438",35.30688,-115.87992,"Kingman",4.4,21,58
"3320",34.4633,-117.292,"San Bernardino",NA,54,81
"3751",34.0793,-117.0929,"San Bernardino",NA,54,89
"5054",39.36088,-123.50911,"Ukiah",7.3,83,115
"617",36.42137,-119.0798,"Fresno",1.8,45,62
"4826",41.12353,-122.29441,"Weed",3.4,127,76
"4916",38.86451,-122.67117,"Santa Rosa",7.9,224,68
"5126",41.90377,-123.67387,"Weed",1.9,545,71
"2223",34.3857,-115.5142,"Needles",NA,83,52
"4382",39.34866,-121.59225,"Chico",6.5,115,66
"152",37.81088,-119.70963,"Mariposa",1.8,24,71
"3159",34.5322,-116.4789,"San Bernardino",NA,60,130
"2652",34.9171,-117.6408,"San Bernardino",NA,42,53
"650",35.67312,-120.93009,"San Luis Obispo",13.1,164,192
"846",35.7148,-119.5078,"Bakersfield",8.9,29,61
"2008",34.7203,-115.9286,"Needles",6.2,48,66
"2661",34.8467,-117.7076,"San Bernardino",NA,55,48
"957",33.5545,-114.7746,"Salton Sea",5.2,19,38
"4925",39.09103,-122.75072,"Ukiah",8.4,17,78
"965",33.6929,-115.9336,"Salton Sea",4,22,88
"2255",34.4805,-115.0621,"Needles",NA,41,70
"3913",34.1536,-116.1716,"San Bernardino",NA,47,83
"2672",34.8685,-117.5105,"San Bernardino",NA,45,70
"2312",34.3272,-114.6082,"Needles",NA,49,74
"1930",34.7863,-115.1603,"Needles",NA,49,73
"2028",34.5798,-115.7426,"Needles",4.5,48,57
"974",33.5843,-115.6083,"Salton Sea",16.9,21,84
"162",37.2648,-120.03877,"San Jose",7.5,92,79
"1785",35.7877,-115.857,"Kingman",NA,30,46
"3683",34.1073,-117.289,"San Bernardino",NA,52,100
"4742",39.0122,-122.36791,"Ukiah",4,711,75
"2378",34.3127,-114.1843,"Needles",6.9,50,110
"2961",34.5354,-117.7075,"San Bernardino",2.3,28,44
"3249",34.4435,-117.942,"San Bernardino",NA,40,97
"1789",35.811,-115.7515,"Kingman",NA,43,60
"3149",34.6572,-116.4333,"San Bernardino",NA,26,46
"4823",40.81266,-122.30068,"Redding",8.6,19,118
"1096",36.2091,-120.0291,"Monterey",10,102,86
"2575",34.0809,-114.5203,"Needles",NA,6,15
"1570",35.6397,-115.7519,"Kingman",NA,37,50
"4841",40.9534,-122.7151,"Redding",5.7,182,168
"2454",34.1637,-115.579,"Needles",NA,35,44
"1601",35.0322,-114.7671,"Kingman",3,83,110
"2878",34.7946,-116.0359,"San Bernardino",NA,20,37
"2124",34.743,-114.6045,"Needles",NA,110,130
"4033",37.86591,-121.20755,"San Jose",2.3,37,100
"4435",41.40824,-120.74754,"Alturas",3.3,106,69
"3178",34.5867,-116.3679,"San Bernardino",NA,31,28
"3970",37.31007,-120.75397,"San Jose",1.8,14,32
"1980",34.836,-114.6982,"Needles",NA,75,70
"1784",35.8166,-115.9683,"Kingman",NA,38,60
"3880",34.2366,-116.3321,"San Bernardino",4.8,50,87
"2833",34.8494,-116.2928,"San Bernardino",NA,50,84
"4661",40.38731,-121.53154,"Susanville",8.9,147,117
"478",35.74794,-116.31576,"Trona",4.9,9,48
"4116",36.14272,-119.26007,"Fresno",4.5,44,74
"3336",34.338,-117.2887,"San Bernardino",NA,42,50
"780",34.87675,-115.73638,"Needles",4.1,38,53
"4426",41.41765,-120.41027,"Alturas",5.2,103,80
"439",34.53514,-117.92144,"San Bernardino",2.8,57,60
"3743",34.0484,-117.2085,"San Bernardino",NA,48,100
"1478",35.0313,-115.1957,"Kingman",21.2,32,60
"4785",41.82579,-122.29039,"Weed",6.8,154,122
"3636",34.0492,-117.5579,"San Bernardino",NA,51,110
"4984",40.53214,-124.04238,"Eureka",6.2,137,79
"1541",35.5555,-115.9044,"Kingman",NA,41,59
"4604",40.08946,-120.6308,"Susanville",3.9,66,79
"4934",38.71306,-123.33975,"Santa Rosa",3.5,96,34
"3753",34.0509,-117.0579,"San Bernardino",NA,53,110
"1368",34.2938,-116.1195,"San Bernardino",4.4,15,82
"5042",40.90414,-123.71052,"Redding",12.3,195,150
"2754",34.9531,-116.8942,"San Bernardino",NA,19,430
"4758",39.53453,-122.28786,"Ukiah",6.9,97,72
"920",35.6618,-117.9794,"Trona",1.5,8,94
"982",33.8019,-115.3497,"Salton Sea",2.5,18,55
"3917",35.88501,-119.0785,"Bakersfield",4.5,45,62
"991",36.7496,-121.1572,"Monterey",4.4,128,68
"3104",34.6545,-116.6325,"San Bernardino",5.9,54,72
"165",37.69853,-120.12818,"San Jose",8,23,47
"59",32.93111,-117.15571,"San Diego",5,49,78
"1128",36.0698,-120.4726,"Monterey",5.9,43,62
"3946",36.98556,-120.04671,"Monterey",2.1,37,40
"2328",34.2788,-114.6912,"Needles",NA,110,83
"4458",41.67233,-121.39133,"Alturas",3.3,41,98
"2304",34.3549,-114.654,"Needles",NA,89,86
"969",33.0587,-115.6474,"Salton Sea",7.2,18,58
"2038",34.7242,-115.5984,"Needles",3.3,35,41
"4597",40.7276,-121.06186,"Susanville",3,150,136
"4763",39.61189,-122.2886,"Ukiah",5.8,143,79
"38",34.59958,-118.72531,"Los Angeles",1.7,59,63
"5085",41.26474,-123.14793,"Weed",15,132,114
"4182",35.14953,-119.21565,"Bakersfield",NA,68,95
"4992",41.7714,-124.15982,"Eureka",4.4,658,90
"622",37.55635,-118.87027,"Mariposa",207,10,277
"517",35.43518,-117.77365,"Trona",14.9,33,63
"2840",34.9175,-116.368,"San Bernardino",NA,49,50
"2540",34.1084,-114.7883,"Needles",NA,46,49
"4016",37.09862,-120.61244,"San Jose",19,47,67
"2479",34.0369,-115.2989,"Needles",NA,28,58
"3171",34.6151,-116.4618,"San Bernardino",NA,54,69
"108",33.64302,-116.63523,"Santa Ana",1,26,118
"1964",34.7593,-114.6487,"Needles",NA,49,56
"695",36.47629,-121.14426,"Monterey",12.1,80,71
"468",36.16018,-116.29769,"Death Valley",17.9,25,54
"2958",34.6033,-117.6837,"San Bernardino",NA,74,66
"1877",34.9469,-115.5061,"Needles",NA,34,66
"4606",40.16459,-121.09715,"Susanville",51.1,736,102
"4794",41.79482,-123.16217,"Weed",3.9,47,53
"4791",41.94968,-122.84324,"Weed",15.4,402,101
"3541",34.3044,-116.4288,"San Bernardino",NA,27,37
"1850",34.7635,-115.775,"Needles",NA,48,72
"1550",35.587,-115.8079,"Kingman",NA,41,76
"3534",34.355,-116.4201,"San Bernardino",NA,72,70
"212",37.42382,-121.94976,"San Jose",11.2,78,76
"4974",39.22685,-121.78587,"Chico",13.9,102,62
"2184",34.3179,-115.8959,"Needles",NA,55,59
"3220",34.5251,-116.1932,"San Bernardino",NA,170,91
"2707",34.9818,-117.481,"San Bernardino",NA,34,70
"815",34.32,-115.67489,"Needles",2.6,10,42
"3722",34.202,-117.4798,"San Bernardino",NA,24,130
"1306",37.5854,-119.2078,"Mariposa",5.9,21,87
"3741",34.0179,-117.2061,"San Bernardino",NA,63,59
"789",33.41201,-115.66292,"Salton Sea",5.8,8,63
"4358",38.80192,-122.18077,"Santa Rosa",9,104,87
"3455",34.4334,-116.5192,"San Bernardino",NA,56,62
"1603",35.1325,-114.9805,"Kingman",NA,29,62
"5156",39.95419,-123.28484,"Ukiah",7.4,155,95
"5028",40.62281,-123.31921,"Redding",3.5,102,218
"4141",36.90744,-120.56734,"Monterey",8.7,110,79
"1715",35.1209,-115.9015,"Kingman",NA,20,37
"3258",34.4341,-117.5657,"San Bernardino",NA,57,86
"207",37.26108,-122.18495,"San Francisco",4.9,41,72
"87",33.31766,-117.09926,"Santa Ana",2.6,70,103
"2881",34.8308,-116.02,"San Bernardino",NA,67,71
"518",35.14757,-116.11127,"Trona",3.4,16,73
"2335",34.2798,-114.542,"Needles",NA,44,89
"3058",34.561,-116.945,"San Bernardino",NA,57,80
"784",35.02473,-115.76346,"Kingman",3.1,11,39
"2503",34.0895,-115.1741,"Needles",NA,49,65
"3419",34.2686,-116.977,"San Bernardino",NA,11,65
"3797",34.2349,-116.942,"San Bernardino",NA,8,79
"3849",34.0346,-116.6379,"San Bernardino",NA,150,120
"551",36.90099,-117.87899,"Death Valley",5.3,21,70
"3976",37.47654,-120.30569,"San Jose",1.7,46,39
"1566",35.6962,-115.8174,"Kingman",NA,36,68
"3283",34.414,-117.6704,"San Bernardino",NA,49,92
"3686",34.0161,-117.3291,"San Bernardino",NA,44,150
"1973",34.7852,-114.7167,"Needles",NA,150,100
"2322",34.4714,-114.5082,"Needles",NA,120,89
"5103",41.32079,-122.5586,"Weed",6.1,142,146
"4927",39.09111,-122.75072,"Ukiah",7.3,62,90
"1953",34.7824,-114.8984,"Needles",NA,62,67
"2438",34.2424,-115.7229,"Needles",NA,34,69
"3086",34.5244,-116.7975,"San Bernardino",NA,58,73
"2040",34.7018,-115.5833,"Needles",NA,44,57
"1805",34.9729,-115.5728,"Needles",NA,34,44
"3779",34.1723,-116.783,"San Bernardino",NA,130,53
"70",32.74908,-116.09291,"San Diego",1.4,17,48
"411",36.5107,-117.85053,"Death Valley",27.9,26,76
"2638",34.7524,-117.8264,"San Bernardino",NA,51,81
"1934",34.7947,-114.9173,"Needles",NA,63,65
"1814",34.7841,-115.6591,"Needles",NA,20,59
"529",35.56024,-117.27091,"Trona",16.9,11,45
"2484",34.173,-115.384,"Needles",NA,41,60
"852",35.7336,-118.6953,"Bakersfield",1.5,39,52
"2332",34.2675,-114.6159,"Needles",NA,49,81
"4299",41.8238,-120.0733,"Alturas",NA,95,59
"272",34.77942,-120.1326,"Santa Maria",4.9,35,40
"4383",39.4603,-121.46483,"Chico",4.4,102,48
"4622",40.66338,-121.62376,"Susanville",5.4,78,112
"590",37.25922,-118.07101,"Mariposa",5.4,17,52
"2002",34.6762,-115.8302,"Needles",NA,42,51
"4517",41.73978,-121.72945,"Alturas",1.9,47,79
"4433",41.14243,-120.56343,"Alturas",2.2,95,122
"1490",35.3951,-115.9176,"Kingman",NA,97,110
"868",35.1784,-118.7869,"Bakersfield",2.2,37,124
"2458",34.1147,-115.5087,"Needles",NA,11,31
"3066",34.6256,-116.8381,"San Bernardino",NA,52,69
"4599",40.66338,-121.62376,"Susanville",4.5,74,97
"3935",37.68654,-121.31921,"San Jose",7.2,73,74
"206",34.67077,-119.68439,"Los Angeles",6.2,34,65
"2849",34.9372,-116.2674,"San Bernardino",NA,50,64
"82",33.09506,-117.28096,"Santa Ana",5.7,15,30
"1476",35.056,-115.1622,"Kingman",NA,56,56
"2486",34.0838,-115.4461,"Needles",NA,34,70
"4765",39.54927,-122.39809,"Ukiah",9.4,120,97
"3805",34.094,-116.8997,"San Bernardino",NA,78,180
"2400",34.0356,-115.8397,"Needles",NA,61,84
"5059",39.46918,-123.39723,"Ukiah",9.1,262,83
"1630",35.1648,-115.2663,"Kingman",NA,33,71
"3333",34.3455,-117.3316,"San Bernardino",NA,22,41
"3005",34.6311,-117.2095,"San Bernardino",NA,58,87
"1871",34.8066,-115.6784,"Needles",NA,26,75
"4452",41.86959,-120.96154,"Alturas",2.2,72,63
"4103",37.76044,-121.09509,"San Jose",3.8,53,110
"1693",35.0621,-115.7038,"Kingman",NA,28,52
"4192",36.87716,-120.49742,"Monterey",NA,120,79
"4740",39.11406,-121.72807,"Chico",4.8,139,72
"36",37.72215,-121.56404,"San Jose",6.1,30,60
"5154",39.93178,-123.35184,"Ukiah",5.2,72,69
"3815",34.0165,-116.7833,"San Bernardino",NA,47,66
"4526",41.33711,-121.92522,"Alturas",4,56,92
"4509",41.24696,-121.41041,"Alturas",2.3,54,90
"2205",34.4255,-115.8951,"Needles",NA,53,59
"4428",41.22099,-120.39666,"Alturas",4.3,24,81
"3692",34.1488,-117.2845,"San Bernardino",NA,78,210
"2710",34.9107,-117.2585,"San Bernardino",NA,27,34
"3603",34.0832,-117.9421,"San Bernardino",NA,61,140
"1053",36.4715,-121.1867,"Monterey",29.8,3,62
"3967",35.30336,-119.46824,"Bakersfield",4.8,42,45
"68",33.93929,-116.43475,"Santa Ana",1.9,152,122
"3132",34.7452,-116.5429,"San Bernardino",NA,94,96
"4839",40.82806,-122.8916,"Redding",4,126,165
"963",38.0805,-120.8343,"Sacramento",2.7,50,91
"2595",34.0142,-114.6385,"Needles",3.9,42,53
"3391",34.3446,-117.1741,"San Bernardino",NA,89,81
"3758",34.1157,-117.0598,"San Bernardino",NA,110,110
"1349",37.1552,-118.3224,"Mariposa",2.4,19,56
"4939",38.91019,-123.30532,"Santa Rosa",5,56,118
"79",33.65668,-116.93194,"Santa Ana",0.9,8,98
"358",36.64973,-117.50384,"Death Valley",8.9,22,91
"1874",34.8529,-115.6672,"Needles",NA,33,75
"2507",34.0345,-115.0749,"Needles",NA,43,59
"54",34.44735,-118.57065,"Los Angeles",4.2,66,57
"2615",34.1138,-114.4799,"Needles",NA,56,63
"4368",39.92303,-122.64709,"Ukiah",1.7,452,80
"2887",34.9754,-116.0167,"San Bernardino",6.1,57,71
"2945",34.6895,-117.7099,"San Bernardino",NA,53,58
"2101",34.615,-114.803,"Needles",NA,34,63
"1379",38.3666,-119.1165,"Walker Lake",13.6,17,83
"691",36.83061,-121.35991,"Monterey",4.6,86,40
"3186",34.6168,-116.2838,"San Bernardino",NA,98,68
"458",34.15396,-115.56808,"Needles",1.9,13,47
"684",36.3506,-120.94351,"Monterey",7.1,227,63
"2752",34.9184,-116.9875,"San Bernardino",NA,50,77
"307",34.83213,-116.36749,"San Bernardino",17.9,30,59
"4292",41.675,-120.2175,"Alturas",NA,94,60
"3911",34.1481,-116.2057,"San Bernardino",NA,64,89
"995",33.1224,-115.1102,"Salton Sea",4.6,12,47
"2970",34.5578,-117.2559,"San Bernardino",NA,39,81
"99",33.92383,-117.05051,"Santa Ana",3.8,19,52
"263",32.83794,-115.22657,"El Centro",3,4,21
"2494",34.1178,-115.3977,"Needles",NA,27,60
"2136",34.6691,-114.6485,"Needles",NA,23,120
"712",35.70889,-120.466,"San Luis Obispo",6.8,70,66
"1181",38.2421,-121.1883,"Sacramento",3.4,43,38
"2913",34.6918,-117.8263,"San Bernardino",NA,46,67
"1573",35.6069,-115.7282,"Kingman",8,33,48
"1279",36.1084,-118.6376,"Fresno",1.8,11,94
"3413",34.3042,-116.9051,"San Bernardino",NA,30,110
"2508",34.0406,-115.1157,"Needles",NA,33,56
"1918",34.8603,-115.0552,"Needles",5.8,43,130
"3199",34.6548,-116.0232,"San Bernardino",NA,38,33
"1481",35.1269,-115.0246,"Kingman",NA,55,64
"3756",34.104,-117.0191,"San Bernardino",NA,30,79
"3055",34.6305,-116.9938,"San Bernardino",NA,46,77
"3091",34.7383,-116.7039,"San Bernardino",NA,130,81
"1944",34.8671,-114.8452,"Needles",NA,89,110
"4704",40.38555,-122.48445,"Redding",6.9,119,93
"2098",34.6691,-114.7724,"Needles",NA,97,120
"5121",41.92976,-123.64384,"Weed",0.7,1310,97
"2502",34.0895,-115.1741,"Needles",NA,25,69
"670",35.29767,-120.48402,"San Luis Obispo",2.8,16,40
"26",36.01167,-116.73674,"Death Valley",12.1,15,533
"3269",34.3066,-117.5778,"San Bernardino",NA,160,110
"372",35.77199,-116.09519,"Trona",5.7,11,51
"678",35.80243,-118.42825,"Bakersfield",12.1,36,92
"1248",36.466,-118.915,"Fresno",4.2,20,89
"787",33.84506,-114.70202,"Salton Sea",2.5,12,36
"5114",41.54836,-122.53532,"Weed",5.8,42,97
"3556",34.4486,-116.0668,"San Bernardino",NA,41,70
"4217",35.7049,-119.45286,"Bakersfield",14,66,85
"9",36.29129,-117.05369,"Death Valley",45.6,14,155
"975",33.5154,-115.1045,"Salton Sea",3.6,31,59
"2510",34.0561,-115.2053,"Needles",3.2,39,68
"2279",34.4754,-114.8776,"Needles",NA,51,110
"4533",39.11731,-120.45894,"Chico",15.8,11,187
"4590",39.90902,-120.16769,"Chico",3.7,276,70
"2411",34.0581,-115.7883,"Needles",NA,56,74
"1970",34.8058,-114.6593,"Needles",NA,67,85
"3212",34.6494,-116.1653,"San Bernardino",NA,47,78
"1518",35.02,-115.5663,"Kingman",NA,23,56
"3318",34.402,-117.2994,"San Bernardino",NA,53,87
"4282",41.8019,-120.2805,"Alturas",NA,20,66
"832",35.1492,-118.1943,"Bakersfield",7.2,17,112
"2034",34.7299,-115.6877,"Needles",NA,35,74
"1135",36.1895,-117.8112,"Death Valley",8.7,28,113
"3214",34.6775,-116.1541,"San Bernardino",NA,62,85
"5108",41.53394,-123.84936,"Weed",9,82,80
"4336",41.9766,-120.0266,"Alturas",NA,99,87
"4557",40.59343,-120.1807,"Susanville",2.9,96,73
"5088",41.2573,-122.81495,"Weed",1.3,274,94
"169",37.18384,-118.6008,"Mariposa",2.5,16,66
"3966",37.90717,-121.10995,"San Jose",2.3,68,76
"3070",34.6879,-116.8685,"San Bernardino",NA,74,83
"836",35.4331,-119.9638,"Bakersfield",7.1,129,112
"4040",36.1744,-119.68861,"Fresno",4.2,56,67
"2941",34.7197,-117.638,"San Bernardino",NA,64,70
"356",36.35871,-118.02894,"Fresno",9.1,7,80
"1421",35.0802,-114.9807,"Kingman",NA,48,64
"4196",37.58696,-121.21775,"San Jose",NA,60,38
"27",35.97622,-116.92883,"Trona",6.8,50,75
"2800",34.8774,-116.5212,"San Bernardino",NA,46,53
"3718",34.0484,-117.48,"San Bernardino",NA,79,320
"3782",34.1733,-116.8608,"San Bernardino",NA,37,91
"3795",34.0809,-116.9045,"San Bernardino",NA,100,140
"2162",34.6128,-114.5227,"Needles",NA,30,43
"996",33.6577,-114.8977,"Salton Sea",5.3,17,62
"5129",41.1185,-124.047,"Eureka",5.5,218,95
"3714",34.0476,-117.4005,"San Bernardino",NA,60,71
"1030",36.3641,-121.8247,"Monterey",1,43,204
"1974",34.7791,-114.7289,"Needles",NA,54,89
"1322",37.7414,-119.2111,"Mariposa",3.1,10,43
"2329",34.2814,-114.7073,"Needles",NA,53,68
"177",34.79395,-119.57255,"Los Angeles",6.3,28,56
"4067",36.43071,-119.47936,"Fresno",3.8,31,69
"2763",34.7786,-116.9055,"San Bernardino",NA,61,81
"2087",34.5135,-115.1186,"Needles",NA,33,63
"3289",34.2567,-117.6365,"San Bernardino",NA,58,150
"2842",34.9342,-116.3597,"San Bernardino",NA,49,60
"4398",41.47297,-120.18744,"Alturas",5,93,91
"2906",34.6237,-117.7903,"San Bernardino",NA,54,67
"4326",41.9472,-120.1852,"Alturas",NA,44,130
"2571",34.2299,-114.543,"Needles",NA,48,69
"4541",39.82288,-120.93698,"Chico",4.8,30,97
"4038",36.313,-119.92222,"Fresno",7.4,140,74
"3671",34.2364,-117.6737,"San Bernardino",NA,100,91
"5117",41.57097,-123.68387,"Weed",1.4,705,96
"1190",36.2905,-118.7977,"Fresno",8.2,23,81
"1257",36.0174,-118.5617,"Fresno",1.9,-2,88
"687",36.15608,-121.1748,"Monterey",8.6,60,79
"1848",34.8104,-115.8553,"Needles",NA,51,71
"3932",37.87634,-121.42934,"San Jose",4.9,74,74
"2744",34.7799,-117.2158,"San Bernardino",NA,73,73
"4677",40.80294,-121.98023,"Susanville",7.5,75,80
"4110",36.61817,-119.60014,"Fresno",3.3,40,55
"1482",35.1763,-115.0179,"Kingman",NA,56,84
"2506",34.0051,-115.0236,"Needles",4.1,35,66
"364",35.00916,-116.18971,"Trona",6.2,52,64
"3868",34.1176,-116.7485,"San Bernardino",NA,48,110
"180",34.86603,-119.55939,"Los Angeles",9.1,10,35
"576",37.63757,-118.71601,"Mariposa",6.8,5,54
"1595",35.6526,-115.469,"Kingman",NA,45,61
"3370",34.3301,-117.1335,"San Bernardino",NA,48,110
"1843",34.7834,-115.8972,"Needles",NA,42,65
"3555",34.4486,-116.0668,"San Bernardino",NA,13,32
"1057",36.1114,-121.6262,"Monterey",2.6,53,101
"1765",35.8554,-115.7729,"Kingman",NA,36,53
"3562",34.4398,-116.1321,"San Bernardino",NA,56,47
"997",35.903,-117.4028,"Trona",9.1,32,81
"1532",35.0856,-115.6277,"Kingman",NA,78,74
"1027",38.7607,-120.8462,"Sacramento",11.8,114,91
"2387",34.1017,-115.9685,"Needles",NA,79,69
"1402",35.4679,-115.4791,"Kingman",NA,140,130
"3945",36.53359,-119.75343,"Fresno",4.8,21,55
"3402",34.4295,-116.985,"San Bernardino",NA,39,71
"4285",41.7255,-120.3144,"Alturas",NA,35,82
"4663",40.80925,-121.70637,"Susanville",1.5,36,60
"5153",39.98283,-123.62418,"Ukiah",3.8,66,91
"4049",37.14061,-120.95081,"San Jose",6.3,120,69
"3460",34.2745,-116.5224,"San Bernardino",NA,65,120
"2302",34.3319,-114.7173,"Needles",NA,120,68
"1102",38.7348,-121.8468,"Sacramento",11.9,147,100
"972",38.6037,-121.4094,"Sacramento",3.6,83,102
"2822",34.8421,-116.4864,"San Bernardino",NA,49,52
"3697",34.207,-117.3654,"San Bernardino",NA,46,85
"205",34.39287,-119.06091,"Los Angeles",9.4,24,60
"3472",34.3235,-116.531,"San Bernardino",NA,48,110
"2407",34.0394,-115.7516,"Needles",NA,100,72
"4243",41.5602,-120.2925,"Alturas",NA,42,150
"324",33.13473,-115.26368,"Salton Sea",9.4,31,46
"2932",34.7229,-117.5933,"San Bernardino",NA,30,63
"2047",34.6428,-115.2613,"Needles",NA,60,75
"958",33.8362,-115.4397,"Salton Sea",6.9,13,77
"1647",35.1504,-115.4005,"Kingman",NA,42,64
"788",34.68377,-114.90891,"Needles",3.8,23,57
"4478",39.20154,-120.89916,"Chico",17,8,19
"3605",34.0549,-117.9881,"San Bernardino",NA,65,150
"2305",34.3798,-114.7299,"Needles",NA,98,81
"1026",36.5263,-121.9155,"Monterey",3.2,22,58
"3883",34.1072,-116.4065,"San Bernardino",NA,90,110
"954",36.1936,-117.1825,"Death Valley",24.6,64,213
"3452",34.4315,-116.5612,"San Bernardino",NA,52,92
"2004",34.7051,-115.8568,"Needles",NA,42,55
"2511",34.0855,-115.2211,"Needles",NA,59,80
"1129",38.4399,-120.3579,"Sacramento",3.7,55,101
"2382",34.3185,-114.2379,"Needles",NA,84,110
"3907",34.2333,-116.0181,"San Bernardino",NA,48,53
"1321",37.5015,-118.36,"Mariposa",12.7,22,76
"2700",34.9377,-117.4518,"San Bernardino",NA,20,26
"2898",34.9375,-116.1126,"San Bernardino",NA,47,78
