rec_no,labno,labno2,prev_labno,fldnam,coll_date,fldnam_an,descript,aov_code,replicate,loc_count,grainsize,dataset,stype,soil_horiz,color,setting,smpgrsize,datum,photos,acchanwid,fldplnwid,waterdep,watcol,flowstage,flowrate,collector,strbed,relief,contamsou,contampot,contamdegr,veg,formation,anal_notes,joinname,latitude,longitude,quad24code,quad250cod,quad100cod,fips,huc_8,category,qd250name,typedesc,medium,source,source_mod,upsieve,dried,stypenote,prime_id,laslid,ornlid,srlid,lllid,site,xsite,replc,labcond,grabs,samphr,orgn_pct,study,sgeounit,alk,o_diss,scin,airtemp,wtrtemp,ph,cond,strflow,str_chan,weath,veg_dens,rock_type,rock_col,odor,icp40_job,al_icp40,ca_icp40,fe_icp40,k_icp40,mg_icp40,na_icp40,p_icp40,ti_icp40,ag_icp40,as_icp40,au_icp40,ba_icp40,be_icp40,bi_icp40,cd_icp40,ce_icp40,co_icp40,cr_icp40,cu_icp40,eu_icp40,ga_icp40,ho_icp40,la_icp40,li_icp40,mn_icp40,mo_icp40,nb_icp40,nd_icp40,ni_icp40,pb_icp40,sc_icp40,sn_icp40,sr_icp40,ta_icp40,th_icp40,u_icp40,v_icp40,y_icp40,yb_icp40,zn_icp40,cs_icp40,rb_icp40,sb_icp40,zr_icp40,as_job,as_aa,se_job,se_aa,hg_job,hg_aa,sb_job,sb_aa,te_job,te_aa,tl_job,tl_aa,w_job,w_vs,au_job,au_aa,pdpt_job,pd_aa,pt_aa,icp10_job,ag_icp10,as_icp10,au_icp10,bi_icp10,cd_icp10,cu_icp10,mo_icp10,pb_icp10,sb_icp10,zn_icp10,ga_icp10,hg_icp10,se_icp10,te_icp10,tl_icp10,icp16_job,al_icp16,ca_icp16,fe_icp16,k_icp16,mg_icp16,na_icp16,p_icp16,si_icp16,ti_icp16,ba_icp16,cr_icp16,mn_icp16,nb_icp16,sr_icp16,y_icp16,zr_icp16,inaajob_us,inaajob_be,na_inaa,sc_inaa,ti_inaa,cr_inaa,fe_inaa,co_inaa,ni_inaa,zn_inaa,as_inaa,br_inaa,rb_inaa,sr_inaa,zr_inaa,mo_inaa,sb_inaa,cs_inaa,ba_inaa,la_inaa,ce_inaa,nd_inaa,sm_inaa,eu_inaa,tb_inaa,yb_inaa,lu_inaa,hf_inaa,ta_inaa,w_inaa,au_inaa,th_inaa,u_inaa,dn_job,u_dn,th_dn,xrf_job,sio2_xrf,al2o3_xrf,fe2o3_xrf,mgo_xrf,cao_xrf,na2o_xrf,k2o_xrf,tio2_xrf,p2o5_xrf,mno_xrf,loi925c,c_s_job,c_tot,c_org,c_co3,s_tot,al_nure,ca_nure,fe_nure,k_nure,mg_nure,na_nure,ag_nure,as_nure,au_nure,b_nure,ba_nure,be_nure,bi_nure,br_nure,cd_nure,ce_nure,cl_nure,co_nure,cr_nure,cs_nure,cu_nure,dy_nure,eu_nure,f_nure,hf_nure,hg_nure,la_nure,li_nure,lu_nure,mn_nure,mo_nure,nb_nure,ni_nure,p_nure,pb_nure,pt_nure,rb_nure,sb_nure,sc_nure,se_nure,sm_nure,sn_nure,sr_nure,ta_nure,tb_nure,th_nure,ti_nure,v_nure,w_nure,y_nure,yb_nure,zn_nure,zr_nure,u_nure,nure_meth,zip3,congdist
ST014460,C-277551,,,UKIFC1sl,20050715,UKIFC1sl,"SOIL SIMILAR IN APPEARANCE AND CHARACTER TO UKIFD1s; CAN'T SAMPLE FARTHER WEST-PRIVATE PROPERTY; THIS LOCATION IS ON ROUND VALLEY TRIBAL LAND-BY PERMISSION",,,2,,States2005,591,"2-11 in",buff/brown/orange,woods,"rocky clay silt",WGS84,"12-0143 TO 12-0144",,,,,,,,,,"logging,livestock","poss, not app",,"trees,shrubs",,,CA0719,39.82642,-123.33563,40124NWF2,40124,40124NW,f06045,18010104,STATE,Ukiah,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06981,7.98,0.856,3.72,1.18,1.21,1.35,0.101,0.37,-2,10,-8,565,1,-50,-2,45,19,100,55,2,19,-4,24,44,951,-2,13,30,67,10,17,-50,113,-40,7,-100,139,21,2,102,,,,,MRP-06981,13.4,MRP-06981,0.2,MRP-06981,0.04,,,,,,,,,MRP-06981,1,MRP-06981,-1,1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,0601C2
ST014460,C-277527,,,UKIFC1su,20050715,UKIFC1su,"SOIL SIMILAR IN APPEARANCE AND CHARACTER TO UKIFD1s; CAN'T SAMPLE FARTHER WEST-PRIVATE PROPERTY; THIS LOCATION IS ON ROUND VALLEY TRIBAL LAND-BY PERMISSION",,,2,,States2005,591,"0-2 in",buff/brown,woods,"rocky clay silt",WGS84,"12-0143 TO 12-0144",,,,,,,,,,"logging,livestock","poss, not app",,"trees,shrubs",,,CA0720,39.82642,-123.33563,40124NWF2,40124,40124NW,f06045,18010104,STATE,Ukiah,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06981,7.61,0.849,3.48,1.09,1.14,1.31,0.163,0.336,-2,-10,-8,663,1,-10,-2,48,20,95,47,-2,19,-4,22,40,1500,-2,13,27,66,11,15,-5,116,-40,-6,-100,143,18,2,104,,,,,MRP-06981,7.6,MRP-06981,0.3,MRP-06981,0.04,,,,,,,,,MRP-06981,-1,MRP-06981,-1,0.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,0601C2
ST014455,C-277491,,,UKIFD1sl,20050715,UKIFD1sl,"SOIL VERY DRY; SURFACE SCALPED OF SPARSE GRASS BEFORE SAMPLING;FIR,MADRONE,TAN OAK, OTHER OAK,POISON OAK,GRASS;ROUND VALLEY TRIBAL LAND-BY PERMISSION",D1,first,2,,States2005,591,"2-11 in",buff/brown,woods,"rocky clay silt",WGS84,"12-0141 TO 12-0142",,,,,,,,,,logging,"not app, poss",,"trees,shrubs",,,CA0721,39.83193,-123.31886,40124NWF2,40124,40124NW,f06045,18010104,STATE,Ukiah,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06981,8.34,0.709,3.59,1.05,1.15,1.31,0.125,0.425,-2,20,-8,538,1,-10,-2,43,22,121,50,-2,20,-4,20,47,1490,-2,15,22,75,9,16,-5,113,-40,-6,-100,152,17,2,109,,,,,MRP-06981,6.9,MRP-06981,0.2,MRP-06981,0.03,,,,,,,,,MRP-06981,8,MRP-06981,-1,0.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,0601C2
ST014455,C-277522,,,UKIFD1su,20050715,UKIFD1su,"SOIL VERY DRY; SURFACE SCALPED OF SPARSE GRASS BEFORE SAMPLING;FIR,MADRONE,TAN OAK, OTHER OAK,POISON OAK,GRASS;ROUND VALLEY TRIBAL LAND-BY PERMISSION",D1,first,2,,States2005,591,"0-2 in",buff/brown,woods,"rocky clay silt",WGS84,"12-0141 TO 12-0142",,,,,,,,,,logging,"not app, poss",,"trees, shrubs",,,CA0722,39.83193,-123.31886,40124NWF2,40124,40124NW,f06045,18010104,STATE,Ukiah,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06981,6.94,0.695,3.08,0.88,0.955,1.22,0.147,0.346,-2,-10,-8,549,1,-10,-2,36,18,97,38,-2,16,-4,17,37,2240,-2,13,20,60,10,13,-5,105,-40,-6,-100,129,13,2,108,,,,,MRP-06981,6.4,MRP-06981,0.3,MRP-06981,0.04,,,,,,,,,MRP-06981,-1,MRP-06981,-1,2.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,954,0601C2
ST014562,C-262721,,,WEEAA1sl,20050627,WEEAA1sl,"THIN SOIL ON META-MUDSTONE/SHALE;VERY DIFFICULT ACCESS TO THIS QUARTER CELL;FIR,MAPLE?,CEANOSIS,MAHONIA,OTHER SHRUBS,GRASS,MOSS; MOSQUITOES",,,2,,States2005,591,"1-8 in",brown,woods,"very rocky silt clay",WGS84,"14-0134 TO 14-0135",,,,,,,,,,"gravel road, logging","poss, not app",,"trees,shrubs",,,CA0733,41.14435,-123.8508,42124SWB3,42124,42124SW,f06023,18010209,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,8.61,0.201,3.27,1.38,0.83,1.53,0.06,0.309,-2,-10,-8,595,2,-50,-2,37,15,67,30,-2,22,-4,15,47,950,-2,16,11,31,19,11,-50,48,-40,9,-100,104,12,2,93,,,,,MRP-06290,8.3,MRP-06290,0.4,MRP-06290,0.07,,,,,,,,,MRP-06290,2,MRP-06290,1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,0601C2
ST014562,C-262703,,,WEEAA1su,20050627,WEEAA1su,"THIN SOIL ON META-MUDSTONE/SHALE;VERY DIFFICULT ACCESS TO THIS QUARTER CELL;FIR,MAPLE?,CEANOSIS,MAHONIA,OTHER SHRUBS,GRASS,MOSS; MOSQUITOES",,,2,,States2005,591,"0-1 in",brown,woods,"very rocky silt clay",WGS84,"14-0134 TO 14-0135",,,,,,,,,,"gravel road, logging","poss, not app",,"trees,shrubs",,,CA0734,41.14435,-123.8508,42124SWB3,42124,42124SW,f06023,18010209,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,8.04,0.235,3.01,1.39,0.827,1.8,0.053,0.294,-2,-10,-8,584,2,-50,-2,36,15,66,30,-2,20,-4,16,40,949,-2,16,11,28,18,11,-50,55,-40,8,-100,96,12,2,83,,,,,MRP-06290,8.1,MRP-06290,0.3,MRP-06290,0.06,,,,,,,,,MRP-06290,3,MRP-06290,1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,0601C2
ST014319,C-262675,,,WEEAF1sl,20050607,WEEAF1sl,"HOLE BOTTOMS ON ROCKS,GRANITIC ROCK-DIORITE?;DIRT ROAD AT 50 M; FIR,PINE,OAK, CEDAR,MANZANITA,CEANOSIS,MAHONIA,FERNS,BEARGRASS?,SPARSE GRASS",,,2,,States2005,591,"2-12 in",orange/brown,woods,"rocky silt clay",WGS84,"14-0077 TO 14-0078",,,,,,,,,,"dirt road","not app, poss",,"trees,shrubs,grass",,,CA0735,41.10516,-122.69726,42124SEC4,42124,42124SE,f06105,18010211,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,12.9,0.942,5.98,0.34,1.06,0.296,0.023,0.385,-2,-10,-8,167,-1,-50,-2,15,62,198,73,-2,23,-4,8,46,888,-2,9,-9,152,6,42,-50,29,-40,-6,-100,222,11,2,72,,,,,MRP-06290,3.1,MRP-06290,0.2,MRP-06290,0.04,,,,,,,,,MRP-06290,3,MRP-06290,3,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014319,C-262707,,,WEEAF1su,20050607,WEEAF1su,"HOLE BOTTOMS ON ROCKS,GRANITIC ROCK-DIORITE?;DIRT ROAD AT 50 M; FIR,PINE,OAK, CEDAR,MANZANITA,CEANOSIS,MAHONIA,FERNS,BEARGRASS?,SPARSE GRASS",,,2,,States2005,591,"0-2 in","lt brown/buff",woods,"rocky silt clay",WGS84,"14-0077 TO 14-0078",,,,,,,,,,"dirt road","not app, poss",,"trees,shrubs,grass",,,CA0736,41.10516,-122.69726,42124SEC4,42124,42124SE,f06105,18010211,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,11.8,1.26,5.58,0.36,1.22,0.382,0.021,0.387,-2,-10,-8,172,-1,-50,-2,16,44,181,59,-2,21,-4,8,15,1570,-2,9,-9,118,9,40,-50,36,-40,-6,-100,207,11,2,61,,,,,MRP-06290,2.8,MRP-06290,-0.2,MRP-06290,0.04,,,,,,,,,MRP-06290,4,MRP-06290,3,3.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014284,C-262722,,,WEEAG1sl,20050607,WEEAG1sl,"THIN SOIL, HOLE BOTTOMS ON ROCKS, 0-2 INCH SLIGHTLY DARKER;0.5-1 INCH NEEDLE/TWIG LITTER REMOVED FROM SURFACE;CEDAR,PINE,FIR,MANZANITA,BUCKBRUSH,GRASS",,,2,,States2005,591,"2-8 in",red/brown,woods,"rocky clay silt",WGS84,"14-0075 TO 14-0076",,,,,,,,,,none,"not app",,"trees,shrubs",,,CA0737,41.01262,-122.53049,42124SED4,42124,42124SE,f06105,18010211,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,6.72,0.64,21.1,0.35,7.89,0.351,0.055,0.32,-2,-10,-8,171,-1,-50,-2,16,209,2290,79,4,20,-4,12,20,2050,-2,-4,10,2540,11,32,-50,40,-40,6,-100,169,16,4,121,,,,,MRP-06290,4.2,MRP-06290,0.4,MRP-06290,0.06,,,,,,,,,MRP-06290,4,MRP-06290,4,9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014284,C-262714,,,WEEAG1su,20050607,WEEAG1su,"THIN SOIL, HOLE BOTTOMS ON ROCKS, 0-2 INCH SLIGHTLY DARKER;0.5-1 INCH NEEDLE/TWIG LITTER REMOVED FROM SURFACE;CEDAR,PINE,FIR,MANZANITA,BUCKBRUSH,GRASS",,,2,,States2005,591,"0-2 in",red/brown,woods,"rocky clay silt",WGS84,"14-0075 TO 14-0076",,,,,,,,,,none,"not app",,"trees,shrubs",,,CA0738,41.01262,-122.53049,42124SED4,42124,42124SE,f06105,18010211,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,6.18,0.696,21.4,0.33,7.36,0.337,0.061,0.295,-2,10,-8,212,-1,-50,-2,16,224,2410,69,3,20,-4,11,18,2380,-2,4,9,2370,18,27,-50,41,-40,7,-100,156,13,3,126,,,,,MRP-06290,5.8,MRP-06290,0.3,MRP-06290,0.07,,,,,,,,,MRP-06290,3,MRP-06290,3,8.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014552,C-262687,,,WEEBA1sl,20050627,WEEBA1sl,"HOLE BOTTOMS ON ROCKS-METASEDIMENT,SCATTERED SMALL PIECES OF ""BULL"" VEIN QUARTZ;FIR,TAN OAK,MANZANITA,OTHER SHRUBS,SCATTERED GRASS,FERNS",,,2,,States2005,591,"1-10 in",orange/brown,woods,"rocky silt clay",WGS84,"14-0132 TO 13-0133",,,,,,,,,,"gravel road","not app, poss",,"trees,shrubs",,,CA0739,41.17983,-123.81627,42124SWB3,42124,42124SW,f06023,18010209,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,10.5,0.229,6.42,1.29,1.11,0.427,0.085,0.373,-2,10,-8,576,2,-50,-2,63,11,182,79,2,31,-4,35,63,556,-2,12,28,75,20,24,-50,50,-40,7,-100,238,7,2,124,,,,,MRP-06290,10.6,MRP-06290,1,MRP-06290,0.1,,,,,,,,,MRP-06290,5,MRP-06290,2,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,0601C2
ST014552,C-262683,,,WEEBA1su,20050627,WEEBA1su,"HOLE BOTTOMS ON ROCKS-METASEDIMENT,SCATTERED SMALL PIECES OF ""BULL"" VEIN QUARTZ;FIR,TAN OAK,MANZANITA,OTHER SHRUBS,SCATTERED GRASS,FERNS",,,2,,States2005,591,"0-1 in",brown,woods,"rocky silt clay with organics",WGS84,"14-0132 TO 14-0133",,,,,,,,,,"gravel road","not app, poss",,"trees,shrubs",,,CA0740,41.17983,-123.81627,42124SWB3,42124,42124SW,f06023,18010209,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,9.84,0.265,6.12,1.23,1.02,0.426,0.088,0.381,-2,10,-8,556,2,-50,-2,55,11,213,67,2,29,-4,30,58,872,-2,12,24,75,20,23,-50,50,-40,6,-100,227,7,2,114,,,,,MRP-06290,9.3,MRP-06290,0.6,MRP-06290,0.09,,,,,,,,,MRP-06290,4,MRP-06290,2,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,0601C2
ST014499,C-262696,,,WEEBB1sl,20050624,WEEBB1sl,"SITE DISKED THIS YEAR-TRACTOR TURNAROUND AREA-NEVER PLANTED;TERRACE ON E. SIDE OF KLAMATH R.,ORG. FARMS/VINEYARD NEARBY;FIR,BLACK BERRIES,CLOVER,GRASS",,,2,,States2005,591,"4-12 in",brown,farm,"rocky clay silt",WGS84,"14-0130 TO 14-0131",,,,,,,,,,farm,poss,,barren-weeds,,,CA0741,41.28439,-123.56875,42124SWD2,42124,42124SW,f06023,18010209,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,7.2,2.64,5.88,1.3,4.13,1.56,0.083,0.487,-2,-10,-8,550,1,-50,-2,39,34,312,68,2,18,-4,24,31,1130,-2,15,22,237,9,25,-50,194,-40,-6,-100,191,20,3,94,,,,,MRP-06290,7.6,MRP-06290,0.3,MRP-06290,0.08,,,,,,,,,MRP-06290,6,MRP-06290,4,1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,0601C2
ST014499,C-262698,,,WEEBB1su,20050624,WEEBB1su,"SITE DISKED THIS YEAR-TRACTOR TURNAROUND AREA-NEVER PLANTED;TERRACE ON E. SIDE OF KLAMATH R.,ORG. FARMS/VINEYARD NEARBY;FIR,BLACK BERRIES,CLOVER,GRASS",,,2,,States2005,591,"0-4 in",brown,farm,"rocky clay silt",WGS84,"14-0130 TO 14-0131",,,,,,,,,,farm,poss,,barren-weeds,,,CA0742,41.28439,-123.56875,42124SWD2,42124,42124SW,f06023,18010209,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,7.29,2.87,6.22,1.26,4.51,1.64,0.084,0.505,-2,-10,-8,542,1,-50,-2,37,37,236,71,2,19,-4,23,30,1170,-2,15,22,270,9,27,-50,208,-40,-6,-100,200,21,3,95,,,,,MRP-06290,7.1,MRP-06290,0.3,MRP-06290,0.07,,,,,,,,,MRP-06290,7,MRP-06290,4,2.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,955,0601C2
ST014465,C-262709,,,WEEBC1sl,20050608,WEEBC1sl,"NEAR ""HIGH POINT"" 13 MILES ON RD 10N04 FROM ""FORKS OF THE SALMON"";GPS FROM ROAD IN VEHICLE BECAUSE OF HEAVY RAIN;PINE,FIR,CHOKECHERRY?MADRONE?OTHER",,,2,,States2005,591,"2-10 in",yellow/brown,woods,"rocky silt clay",WGS84,"14-0088 TO 14-0089",,,,,,,,,,none,"not app",,"trees,shrubs",,,CA0743,41.18306,-123.36527,42124SWF3,42124,42124SW,f06093,18010210,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,9.82,0.244,3.71,2.06,0.943,0.643,0.045,0.437,-2,10,-8,613,3,-50,-2,131,18,82,52,2,26,-4,68,64,982,-2,22,43,44,28,14,-50,78,-40,8,-100,91,33,3,156,,,,,MRP-06290,9.4,MRP-06290,-0.2,MRP-06290,0.06,,,,,,,,,MRP-06290,9,MRP-06290,1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014465,C-262648,,,WEEBC1su,20050608,WEEBC1su,"NEAR ""HIGH POINT"" 13 MILES ON RD 10N04 FROM ""FORKS OF THE SALMON"";GPS FROM ROAD IN VEHICLE BECAUSE OF HEAVY RAIN;PINE,FIR,CHOKECHERRY?MADRONE?OTHER",,,2,,States2005,591,"0-2 in",gray/yellow/brown,woods,"rocky silt clay",WGS84,"14-0088 TO 14-0089",,,,,,,,,,none,"not app",,"trees,shrubs",,,CA0744,41.18306,-123.36527,42124SWF3,42124,42124SW,f06093,18010210,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,9.01,0.292,3.63,1.98,0.879,0.651,0.053,0.437,-2,10,-8,648,3,-50,-2,123,20,83,42,2,23,-4,63,59,1780,-2,21,37,43,29,13,-50,83,-40,7,-100,84,30,3,145,,,,,MRP-06290,10.4,MRP-06290,0.2,MRP-06290,0.05,,,,,,,,,MRP-06290,8,MRP-06290,2,1.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014420,C-262704,,,WEEBD1sl,20050608,WEEBD1sl,"BLACK BEAR SUMMIT;SOIL PROFILE PROBABLY DISTURBED BY LOGGING;GRASS SCALPED FROM SURFACE;FIR,PINE,HOLLY LIKE OAK,MANZANITA,DEER BROUSE,MADRONE",,,2,,States2005,591,"2-10 in",yellow/brown,woods,"rocky clay silt",WGS84,"14-0092 TO 14-0093",,,,,,,,,,"logging + burning","not app, poss",,"trees,shrubs",,,CA0745,41.26474,-123.14793,42124SWG2,42124,42124SW,f06093,18010210,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,8.92,2.06,7.3,1.04,2.91,2.3,0.102,0.552,-2,10,-8,166,-1,-50,-2,13,39,129,113,2,22,-4,7,23,1850,-2,13,11,74,7,37,-50,92,-40,-6,-100,253,23,3,96,,,,,MRP-06290,11.5,MRP-06290,-0.2,MRP-06290,0.05,,,,,,,,,MRP-06290,8,MRP-06290,1,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
ST014420,C-262690,,,WEEBD1su,20050608,WEEBD1su,"BLACK BEAR SUMMIT;SOIL PROFILE PROBABLY DISTURBED BY LOGGING;GRASS SCALPED FROM SURFACE;FIR,PINE,HOLLY LIKE OAK,MANZANITA,DEER BROUSE,MADRONE",,,2,,States2005,591,"0-2 in",yellow/brown,woods,"rocky clay silt",WGS84,"14-0092 TO 14-0093",,,,,,,,,,"logging + burning","not app, poss",,"trees,shrubs",,,CA0746,41.26474,-123.14793,42124SWG2,42124,42124SW,f06093,18010210,STATE,Weed,SOIL,Sediment,Soil,,150,air,"A few % of samples were ground to -100 mesh",,,,,,,,,,,,,,,,,,,,,,,,,,,,,MRP-06290,8.84,1.94,6.92,1.04,2.98,2.21,0.1,0.515,-2,20,-8,160,-1,-50,-2,13,39,132,108,2,21,-4,7,23,2000,-2,11,11,75,8,36,-50,89,-40,-6,-100,245,22,3,114,,,,,MRP-06290,15,MRP-06290,-0.2,MRP-06290,0.06,,,,,,,,,MRP-06290,6,MRP-06290,2,-0.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,960,0602C2
